8,Bay of Islands College,09-4041055,info@boic.school.nz,Edith Painting-Davis,http://www.boic.school.nz,1-9 Derrick Road ,,Kawakawa,PO Box 58,,Kawakawa,243,Small urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,104600,Kawakawa,Bay of Islands-Whangaroa General Ward,99117,Peowhairangi Community of Learning,-35.379502,174.075901,Yes,531,475,113,406,29,9,1,3,0,1.5,All students taught in English,No,No,Open
9,Northland College,09-4013200,admin@northlandcollege.school.nz,Duane Allen,http://www.northlandcollege.school.nz,62 Mangakahia Road ,,Kaikohe,PO Box 261,,Kaikohe,440,Small urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,103501,Kaikohe,Kaikohe-Hokianga General Ward,99060,Te Arahura Community of Learning,-35.413889,173.809917,No,553,291,46,269,38,6,0,1,0,1.82,All students taught in English,No,No,Open
10,Te Kura Taumata o Panguru,09-4095701,,Mina Pomare-Peita,http://www.panguru.school.nz,2178 West Coast Road ,,Panguru,2178 West Coast Road RD 2,,Kohukohu,492,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,101600,Hokianga North,Kaikohe-Hokianga General Ward,,,-35.380527,173.383068,No,540,121,13,121,6,1,1,0,0,3.11,All students taught in English,No,No,Open
11,Opononi Area School,09-4058500,anitaw@opononi.school.nz,Rosina Wikaira,,263 State Highway 12 ,Omapere,Kaikohe,Private Bag 759,,Kaikohe,440,Rural settlement,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,102900,Waipoua Forest,Kaikohe-Hokianga General Ward,99148,Hokianga Community of Learning,-35.528555,173.390212,No,533,151,49,132,12,4,0,2,0,2.8,All students taught in English,No,No,Open
12,Tauraroa Area School,09-4322643,general@tauraroa.school.nz,Grant Burns,http://www.tauraroa.school.nz,398 Tauraroa Road ,,Maungakaramea,PO Box 36,,Maungakaramea,146,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,107800,Oakleigh-Mangapai,Bream Bay General Ward,99183,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 4,-35.873069,174.218169,No,476,429,385,123,15,18,3,6,2,0.95,All students taught in English,No,No,Open
13,Te Kamo High School,09-4351688,admin@kamohigh.school.nz,Natasha Hemara,http://www.kamohigh.school.nz/,1 Wilkinson Avenue ,Kamo,Whangarei,PO Box 4137,Kamo,Whangarei,141,Large urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,106000,Kamo Central,Whangārei Urban General Ward,99182,Te Tai Raki Whangarei Kāhui Ako,-35.684394,174.302813,Yes,504,771,531,431,101,41,7,4,13,0.71,All students taught in English,No,No,Open
14,Tikipunga High School,09-4373299,sec@tikihigh.school.nz,Emma Leyland,https://tikipungahigh.school.nz/,194 Corks Road ,Tikipunga,Whangarei,PO Box 7041,Tikipunga,Whangarei,144,Large urban area,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,106201,Tikipunga North,Whangārei Urban General Ward,,,-35.683559,174.328317,No,557,341,70,293,37,6,1,5,0,0.7,All students taught in English,No,No,Open
15,Whangārei Boys' High School,09-4304170,enquiries@wbhs.school.nz,Alec Solomon,http://www.wbhs.school.nz,245 Western Hills Drive ,Avenues,Whangarei,PO Box 5034,,Whangarei,140,Large urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Boys School,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,107100,Whangārei Central,Whangārei Urban General Ward,99181,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 2,-35.716116,174.318379,Yes,471,1370,1021,583,103,105,10,13,4,0.6,All students taught in English,No,No,Open
16,Whangārei Girls' High School,09-4304460,office@wghs.school.nz,Sonya Lockyer,http://www.wghs.school.nz,1 Lupton Avenue ,Regent,Whangarei,PO Box 5056,,Whangarei,140,Large urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Girls School,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,107100,Whangārei Central,Whangārei Urban General Ward,99180,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 1,-35.713289,174.31955,Yes,468,1497,1177,600,103,111,21,20,16,0.6,All students taught in English,Yes,No,Open
17,Pompallier Catholic College,09-4383950,admin@pompallier.school.nz,Hayden Kingdon,http://www.pompallier.school.nz/,State Highway 14 ,Maunu,Whangarei,PO Box 10042,Te Mai,Whangarei,143,Large urban area,Secondary (Year 7-15),,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,106901,Maunu,Mangakahia-Maungatapere General Ward,99180,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 1,-35.744864,174.275713,No,424,647,421,118,35,145,13,2,8,0.67,All students taught in English,No,No,Open
18,Mangakahia Area School,09-4331702,admin@mangakahia.school.nz,Rachel Clothier-Simmonds,http://www.mangakahia.school.nz,1480 Mangakahia Road ,Titoki,Whangarei,Private Bag,Titoki,Whangarei,140,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,104800,Mangakahia-Hūkerenui,Mangakahia-Maungatapere General Ward,99183,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 4,-35.732278,174.058779,No,557,82,37,71,7,0,0,0,0,1.06,All students taught in English,No,No,Open
19,Dargaville High School,09-4397229,office@darghigh.school.nz,Curtis Gaylor,http://www.dargavillehighschool.co.nz,Plunket Street ,,Dargaville,Plunket Street,,Dargaville,310,Small urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109301,Dargaville,Wairoa General Ward,99185,Northern Wairoa Kāhui Ako,-35.931691,173.868056,No,513,363,200,192,53,26,1,0,0,1.58,All students taught in English,No,No,Open
20,Bream Bay College,09-4328226,admin@breambaycollege.school.nz,Julian Cosgrove,http://www.breambaycollege.school.nz/,2 Peter Snell Road ,,Ruakaka,PO Box 111,,Ruakaka,151,Small urban area,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,108800,Ruakākā,Bream Bay General Ward,99184,Bream Bay Kāhui Ako,-35.876079,174.455784,Yes,481,608,408,248,53,44,15,3,2,0.98,All students taught in English,No,No,Open
21,Otamatea High School,09-4318230,ohs@otamatea.school.nz,Todd Malcolm,http://www.otamatea.school.nz,Bickerstaffe Road ,,Maungaturoto,PO Box 64,,Maungaturoto,547,Rural other,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109600,Maungatūroto,Otamatea General Ward,99118,Twin Coast Community of Learning,-36.117231,174.365259,Yes,481,612,501,198,32,43,14,2,0,1.38,All students taught in English,No,No,Open
22,Ruawai College,09-439 2216,admin@ruawaicollege.school.nz,Aidyn Rasmussen,http://www.ruawaicollege.school.nz,4375 State Highway 12 ,,Ruawai,PO Box 7,,Ruawai,549,Rural other,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109400,Rūāwai-Matakohe,Otamatea General Ward,99185,Northern Wairoa Kāhui Ako,-36.122571,174.011673,No,518,160,97,80,17,3,0,0,0,1.86,All students taught in English,No,No,Open
23,Rodney College,09-4236030,eo@rodneycollege.school.nz,Laurence Caltaux,http://www.rodneycollege.school.nz,287 Rodney Street ,,Wellsford,287 Rodney Street,,Wellsford,900,Small urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,110501,Wellsford,Rodney Ward,99118,Twin Coast Community of Learning,-36.28816,174.520831,Yes,487,320,235,124,24,26,8,2,0,1.06,All students taught in English,No,No,Open
24,Mahurangi College,09-4258039,admin@mahurangi.school.nz,Tony Giles,http://www.mahurangi.school.nz,Woodcocks Road ,,Warkworth,PO Box 64,,Warkworth,941,Small urban area,Secondary (Year 7-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,111100,Warkworth West,Rodney Ward,99122,Mahurangi Community of Learning,-36.406517,174.655544,Yes,441,1549,1244,281,186,121,27,20,33,0.61,All students taught in English,No,No,Open
25,Orewa College,09-4273833,admin@orewacollege.nz,Wiri Warriner,https://www.orewacollege.nz/,76 Riverside Road ,,Orewa,PO Box 345,,Orewa,946,Large urban area,Secondary (Year 7-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,112901,Orewa South,Albany Ward,99069,Orewa Community of Learning,-36.591698,174.689747,Yes,432,2161,1680,297,141,419,73,58,57,0.56,All students taught in English,No,No,Open
26,Kaipara College,09-4208640 Ext 851,info@kaipara.school.nz,Bernard Coleman (Acting),http://www.kaipara.school.nz/,Rautawhiri Road ,,Helensville,Rautawhiri Road,,Helensville,800,Small urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,112401,Helensville,Rodney Ward,99097,Te Kāhui Ako o Kaipara,-36.680156,174.459138,Yes,457,738,653,213,63,44,13,7,4,0.91,All students taught in English,No,No,Open
27,Long Bay College,09-4779009,office@lbc.school.nz,CJ Healey,http://www.longbaycollege.com,Ashley Avenue ,Torbay,Auckland,PO Box 89007,Torbay,Auckland,742,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,116500,Long Bay,Albany Ward,99121,Oneroa Community of Learning,-36.691395,174.738757,Yes,423,1854,1321,154,55,491,100,38,119,0.3,All students taught in English,No,No,Open
28,Rangitoto College,09-4770150,info@rangitoto.school.nz,Patrick Gale,http://www.rangitoto.school.nz,564 East Coast Road ,Browns Bay,Auckland,PO Box 93601,Browns Bay,Auckland,753,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Upper Harbour Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,119700,Windsor Park,Albany Ward,99000,Mid Bays Community of Schools,-36.737197,174.736684,Yes,398,4071,1730,222,90,2196,212,40,221,0.2,All students taught in English,No,No,Open
29,Kristin School,09-4159566,kristin@kristin.school.nz,Kim Green,http://www.kristin.school.nz/,360 Albany Highway ,Albany,Auckland,PO Box 300087,Albany,Auckland,752,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Upper Harbour Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,117400,Albany West,Albany Ward,,,-36.742989,174.692243,No,not applicable,1748,904,43,20,899,41,6,37,not applicable,All students taught in English,No,No,Open
30,Glenfield College,09-4449066,admin@gc.ac.nz,Rakesh Govind,https://www.gc.ac.nz/,60 Kaipatiki Road ,Glenfield,Auckland,PO Box 40176,Glenfield,North Shore City,747,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,123100,Glenfield West,North Shore Ward,99120,Kaipātiki Kāhui Ako,-36.779801,174.714953,No,469,712,276,94,81,381,26,6,7,0.1,All students taught in English,No,No,Open
31,Birkenhead College,09-4839039,office@birkenhead.school.nz,Craig Waller,http://www.birkenhead.school.nz/,140 Birkdale Road ,Birkenhead,Auckland,Private Bag 34911,Birkenhead,North Shore City,746,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,122802,Birkdale Central,North Shore Ward,99214,Te Ara Whetū Kāhui Ako,-36.799175,174.701151,No,462,497,261,110,117,115,25,6,12,0.17,All students taught in English,No,No,Open
32,Northcote College,09-4810141,office@northcote.school.nz,Vicki Barrie,http://www.northcote.school.nz,Kauri Glen Road ,Northcote,Auckland,Kauri Glen Road,Northcote,North Shore City,627,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,127300,Northcote South (Auckland),North Shore Ward,99067,Northcote Community of Learning,-36.808881,174.733677,Yes,428,1488,961,201,135,450,86,20,121,0.14,All students taught in English,No,No,Open
35,Carmel College,09-4861132,admin@carmel.school.nz,Sarah Kemble,http://www.carmel.school.nz/,108 Shakespeare Road ,Milford,Auckland,PO Box 31142,Milford,North Shore City,741,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Girls School,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126601,Takapuna West,North Shore Ward,99126,North Shore Catholic Schools Community of Learning,-36.779176,174.756742,Yes,383,1063,655,71,53,359,64,14,34,0.05,All students taught in English,No,No,Open
36,Takapuna Grammar School,09-4894167,office@takapuna.school.nz,Mary Nixon,http://www.takapuna.school.nz,210 Lake Road ,Takapuna,Auckland,PO Box 331096,Takapuna,Auckland,740,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,129300,Belmont (Auckland),North Shore Ward,99048,Devonport-Takapuna Kāhui Ako,-36.800616,174.788477,Yes,395,2183,1563,175,64,614,86,39,191,0.17,All students taught in English,No,No,Open
37,Westlake Boys High School,09-4108667,office@westlake.school.nz,Paul Fordham,http://www.westlake.school.nz,Forrest Hill Road ,Takapuna,Auckland,30 Forrest Hill Road,Forrest Hill,North Shore City,620,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Boys School,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,123400,Forrest Hill West,North Shore Ward,99188,Pupuke (Westlake) Community of Learning,-36.777366,174.749491,Yes,398,2764,1483,250,177,1177,120,74,166,0.03,All students taught in English,No,No,Open
38,Westlake Girls' High School,09-4894169,office@westlakegirls.school.nz,Jane Stanley,http://www.westlakegirls.school.nz,2 Wairau Road ,Takapuna,Auckland,2 Wairau Road,Takapuna,North Shore City,627,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Girls School,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126601,Takapuna West,North Shore Ward,99188,Pupuke (Westlake) Community of Learning,-36.782458,174.752309,Yes,402,2312,1214,235,149,1032,120,44,129,0.03,All students taught in English,No,No,Open
39,Rosmini College,09-4895417,ebarnard@rosmini.school.nz,Nixon Cooper,http://www.rosmini.school.nz,36 Dominion Street ,Takapuna,Auckland,36 Dominion Street,Takapuna,North Shore City,622,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Boys School,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126601,Takapuna West,North Shore Ward,99126,North Shore Catholic Schools Community of Learning,-36.792443,174.760146,No,387,1150,774,122,92,315,50,13,30,0.08,All students taught in English,No,No,Open
40,Rutherford College,09-8349790,admin@rutherford.school.nz,Gary Moore,https://www.rutherford.school.nz/,Kotuku Street ,Te Atatu,Auckland,Kotuku Street,Te Atatu Peninsula,Waitakere,610,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,124800,Te Atatū Peninsula West,Waitākere Ward,99013,Te Atatu Community of Learning,-36.85259,174.646309,Yes,460,1492,723,324,276,428,67,18,25,0.32,All students taught in English,No,No,Open
41,Macleans College,09-5352620,Beyza.McEvoy@macleans.school.nz,Steven Hargreaves,http://www.macleans.school.nz,2 Macleans Road ,Bucklands Beach,Auckland,Private Bag 94201,Howick,Auckland,2145,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,148000,Eastern Beach,Howick Ward,99216,Te Ara Bucklands Beach Kāhui Ako,-36.882722,174.914424,Yes,387,2989,899,88,72,2092,96,66,222,0.41,All students taught in English,No,No,Open
42,Green Bay High School,09-8178173,office@greenbayhigh.school.nz,Fiona Barker,http://www.greenbayhigh.school.nz,143-161 Godley Road ,Green Bay,Auckland,161 Godley Road,Green Bay,Waitakere,604,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,New Lynn,Tāmaki Makaurau,137300,Green Bay North,Whau Ward,99062,Kōtuitui Community of Learning,-36.93095,174.669395,Yes,431,1839,1367,242,145,322,112,18,58,0.08,All students taught in English,No,No,Open
43,Massey High School,09-8310500,office@masseyhigh.school.nz,Alastair Fairley,http://www.masseyhigh.school.nz/,274 Don Buck Road ,Massey,Auckland,274 Don Buck Road,Massey,Waitakere,614,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,121701,Massey West,Waitākere Ward,99125,Te Kāhui Ako o Tiriwā,-36.84188,174.601693,Yes,487,2003,731,439,567,438,69,8,15,0.35,All students taught in English,No,No,Open
44,Waitakere College,09-8367890,secretary@waitakerecollege.school.nz,Mark Shanahan,https://www.waitakerecollege.school.nz/,42 Rathgar Road ,Henderson,Auckland,PO Box 21144,Henderson,Waitakere,650,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,125701,Henderson Lincoln South,Waitākere Ward,99092,"Te Kāhui Ako o Waitakere, Waitakere Community of Learners",-36.867097,174.620712,Yes,482,1951,727,512,595,569,82,29,11,0.24,All students taught in English,No,No,Open
45,Henderson High School,09-8389085,admin@hhs.school.nz,Philippa Durkin,http://www.hhs.school.nz,Henderson Valley Road ,Henderson,Auckland,PO Box 21141,Henderson,Waitakere,650,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,126702,Henderson West,Waitākere Ward,99029,Henderson Community of Learning,-36.883656,174.628205,Yes,480,1024,457,256,329,266,48,8,1,0.21,All students taught in English,No,No,Open
